Edad,Experiencia_Anios,Horas_Trabajo_Semanal,Nivel_Educacion,Num_Proyectos,Certificaciones,Genero,Ciudad,Salario
63,39,38.8,4,22,1,M,Medellín,11702.7
32,2,39.5,1,13,5,M,Barranquilla,6744.87
26,34,29.4,1,10,7,M,Medellín,6333.56
32,32,45.6,4,23,1,F,Cali,11359.53
66,23,48.2,3,15,8,M,Bogotá,11474.44
41,18,34.0,4,19,8,F,Medellín,9248.39
21,17,30.8,1,5,3,F,Cali,6673.4
29,23,33.8,3,14,3,F,Barranquilla,9784.33
54,34,44.0,3,14,3,F,Medellín,8943.08
54,0,35.2,4,13,4,F,Bogotá,7824.11
60,35,38.9,1,20,7,F,Medellín,10842.05
23,24,31.4,2,11,1,F,Barranquilla,5547.89
56,33,55.8,2,1,4,M,Barranquilla,8032.97
63,24,40.6,4,7,1,M,Barranquilla,9767.28
41,15,49.2,4,18,7,F,Medellín,9335.02
28,33,43.9,5,13,0,F,Medellín,11021.43
30,28,39.7,5,4,6,M,Medellín,9560.34
51,18,39.3,1,23,2,F,Bogotá,7831.4
42,22,34.2,1,8,3,M,Cali,6919.1
24,18,36.4,1,12,7,F,Medellín,6255.23
69,24,31.9,2,8,2,F,Bogotá,8326.09
21,15,31.1,4,13,6,M,Barranquilla,8297.69
25,8,56.7,4,4,0,M,Medellín,5754.53
37,0,42.2,2,1,8,F,Medellín,4621.12
46,18,51.7,3,6,5,F,Medellín,8020.76
68,32,33.6,4,15,2,M,Bogotá,10628.1
62,33,30.0,3,10,6,M,Medellín,8943.73
63,15,32.2,1,10,4,M,Medellín,8122.9
27,39,36.6,3,22,7,F,Cali,11606.33
60,17,40.3,2,11,7,M,Bogotá,8005.85
51,33,38.8,3,12,8,F,Cali,10460.66
43,24,33.8,2,7,5,M,Cali,8511.54
58,5,40.7,1,23,3,M,Cali,8916.21
66,20,41.4,5,15,1,M,Cali,11140.56
20,5,45.6,3,20,2,M,Barranquilla,8824.18
23,31,51.8,3,0,4,F,Medellín,6567.68
22,38,37.1,5,12,7,F,Cali,10418.48
22,30,49.7,2,10,9,M,Bogotá,8074.56
64,9,40.5,2,3,1,F,Medellín,6860.28
40,29,27.8,4,3,4,F,Cali,8258.7
66,17,54.3,2,14,8,F,Cali,10614.68
26,23,58.2,4,2,1,M,Bogotá,6169.25
52,8,45.0,2,23,7,M,Barranquilla,8723.65
37,30,40.7,1,18,2,F,Bogotá,7856.88
66,14,37.8,3,20,7,M,Barranquilla,11127.74
59,3,36.3,2,1,3,M,Barranquilla,6040.11
52,39,49.7,4,5,3,M,Barranquilla,8242.28
67,8,39.9,3,21,6,M,Cali,9260.6
35,8,53.4,4,23,4,F,Cali,10143.55
34,25,40.3,4,7,3,F,Barranquilla,9285.32
41,3,36.7,2,16,6,M,Barranquilla,7766.41
20,16,35.2,4,4,2,F,Cali,6832.58
49,15,34.1,3,1,8,F,Barranquilla,6911.99
52,14,44.1,3,11,4,F,Cali,9057.65
55,34,29.6,4,4,2,F,Barranquilla,7961.46
30,4,33.5,3,9,1,F,Cali,4563.42
64,4,50.6,3,8,6,M,Bogotá,8005.13
42,19,32.4,3,19,6,F,Barranquilla,9181.4
26,14,46.9,2,7,4,F,Barranquilla,7192.34
21,17,23.5,2,0,3,M,Bogotá,5725.1
31,1,51.6,3,23,1,M,Medellín,8955.22
54,28,29.8,2,5,1,M,Barranquilla,7660.64
51,12,33.0,1,23,6,F,Medellín,9537.86
28,3,45.4,1,21,9,F,Bogotá,7259.91
58,9,42.2,3,10,6,M,Barranquilla,8772.27
20,30,47.2,2,2,3,F,Medellín,6726.72
45,7,29.8,4,14,3,M,Barranquilla,7516.82
46,2,37.7,2,10,3,M,Barranquilla,5453.48
26,8,35.1,3,23,1,F,Cali,9010.4
20,29,31.1,2,4,8,M,Medellín,7861.0
42,10,44.8,3,15,0,F,Cali,6691.27
51,34,47.5,2,20,7,M,Cali,11549.96
29,36,37.3,5,6,5,M,Medellín,9532.54
59,12,52.2,4,5,9,M,Medellín,8479.24
26,35,33.7,4,8,6,F,Cali,11937.24
32,12,52.0,4,6,4,M,Barranquilla,6592.98
57,11,44.5,2,2,5,M,Barranquilla,8204.59
42,36,30.2,3,10,5,M,Bogotá,8934.69
22,9,55.9,3,11,8,F,Barranquilla,8529.3
28,8,36.4,3,20,9,F,Medellín,9004.72
51,6,49.6,4,24,3,F,Medellín,10068.13
41,1,41.2,3,10,4,F,Bogotá,5617.42
32,22,43.0,5,1,3,F,Medellín,6721.75
55,38,47.2,2,0,0,M,Cali,8236.55
25,39,46.8,4,23,9,M,Bogotá,11082.86
22,38,37.3,3,23,5,M,Bogotá,9974.6
65,20,44.3,3,1,4,M,Barranquilla,7737.72
43,22,43.7,2,13,3,F,Barranquilla,7115.18
35,28,41.7,4,12,5,M,Cali,8747.15
23,13,38.4,4,23,4,F,Cali,8922.15
54,25,41.7,2,4,2,F,Barranquilla,5607.88
65,4,55.7,3,1,1,F,Barranquilla,4979.78
30,30,37.6,2,22,5,M,Cali,10926.11
45,24,49.7,5,22,3,F,Barranquilla,11796.03
22,30,35.0,3,18,9,M,Bogotá,12247.12
30,19,32.9,2,16,2,F,Cali,8059.29
34,16,66.2,2,10,7,M,Barranquilla,9264.29
67,1,44.3,3,15,8,M,Medellín,8482.27
57,24,44.5,1,19,6,F,Medellín,9342.81
62,12,44.8,3,17,1,F,Cali,8752.32
49,38,51.3,4,19,7,M,Medellín,10699.45
46,27,43.3,4,7,4,M,Medellín,9536.12
68,5,46.5,1,1,9,F,Bogotá,6218.45
20,2,31.5,5,16,6,F,Cali,7887.59
57,34,47.9,3,10,4,F,Medellín,10661.31
51,17,38.1,2,13,1,M,Barranquilla,6224.82
57,10,45.4,1,15,3,F,Cali,7350.13
44,19,26.3,2,14,4,M,Cali,8352.78
30,4,45.0,4,14,5,F,Medellín,7500.72
62,18,22.1,1,2,4,F,Medellín,6391.36
50,21,37.8,2,6,9,F,Bogotá,8585.35
23,18,26.4,4,11,0,M,Barranquilla,7948.95
41,15,45.1,3,21,0,M,Bogotá,8275.57
36,23,40.6,4,21,2,M,Bogotá,8767.16
33,3,33.8,3,22,8,M,Barranquilla,8349.67
57,14,51.5,1,23,1,F,Medellín,7998.48
45,24,32.8,4,2,9,F,Bogotá,8436.22
50,34,15.8,2,18,4,F,Cali,9818.54
65,13,44.1,3,9,8,M,Bogotá,9119.79
58,18,25.9,3,7,6,M,Barranquilla,8390.38
30,37,33.1,2,15,7,F,Bogotá,9188.49
60,35,35.9,5,15,1,F,Bogotá,10942.33
62,6,28.6,3,11,4,M,Cali,8609.64
42,29,36.1,1,22,8,M,Barranquilla,10387.14
59,18,28.8,4,4,0,M,Cali,8184.86
53,24,41.3,3,19,0,M,Medellín,9231.63
44,15,30.2,3,5,9,F,Barranquilla,7643.19
55,39,40.2,3,24,7,M,Bogotá,13066.27
24,7,49.3,4,5,1,F,Cali,5073.68
22,17,46.3,1,7,8,F,Cali,6597.86
60,27,39.3,2,16,9,F,Barranquilla,10356.47
62,15,32.1,3,11,8,M,Cali,9673.71
68,18,41.3,1,21,3,F,Barranquilla,9899.16
48,16,34.4,3,13,1,F,Medellín,8433.18
40,12,41.6,2,1,2,F,Barranquilla,6200.9
59,6,26.3,2,18,9,M,Barranquilla,9501.18
27,26,46.5,1,5,0,F,Medellín,6855.69
49,9,40.3,3,17,2,F,Medellín,7079.4
60,33,57.7,4,3,4,F,Bogotá,11429.34
47,35,50.4,2,21,2,M,Cali,11038.78
56,24,44.5,3,4,2,M,Medellín,7722.71
48,5,39.0,2,5,9,F,Medellín,7382.05
35,23,34.2,3,14,5,F,Cali,7857.24
53,17,47.5,1,5,2,M,Cali,6189.63
19,22,38.2,3,7,2,M,Bogotá,6774.3
31,5,49.3,3,8,8,M,Bogotá,7134.98
30,28,43.2,4,20,1,F,Barranquilla,10389.54
46,24,43.3,2,21,0,M,Bogotá,8822.92
29,16,44.8,4,5,9,M,Medellín,7621.49
56,23,32.6,3,21,7,M,Medellín,9708.59
19,10,31.8,4,1,2,M,Cali,4200.14
49,25,31.5,2,15,6,F,Bogotá,9901.27
30,33,48.4,2,19,1,M,Barranquilla,8916.31
63,27,32.4,4,0,7,F,Barranquilla,9724.74
44,2,33.4,1,15,8,M,Barranquilla,9673.06
66,10,44.3,1,0,7,F,Barranquilla,5795.42
58,37,38.0,1,0,7,F,Cali,8641.58
34,13,37.0,4,6,7,F,Bogotá,9219.56
57,25,36.3,1,15,6,F,Bogotá,8578.31
48,20,21.4,4,16,1,M,Bogotá,8469.62
51,38,32.3,3,15,7,F,Bogotá,11423.76
41,29,49.5,1,15,4,F,Barranquilla,10721.82
62,7,35.7,2,5,5,F,Barranquilla,7254.6
52,19,24.8,2,17,3,F,Cali,7657.76
65,31,31.9,3,21,0,F,Cali,9526.0
23,21,42.9,3,21,4,M,Barranquilla,8827.77
36,6,42.7,3,2,2,F,Medellín,4204.83
47,8,37.6,1,7,8,F,Bogotá,6691.53
24,0,34.5,3,3,3,F,Cali,5083.47
27,28,28.8,4,22,9,F,Barranquilla,11323.84
58,7,42.9,3,3,1,F,Bogotá,5053.6
49,3,46.7,4,16,3,M,Bogotá,8461.74
51,34,50.3,2,21,2,M,Barranquilla,9382.34
45,2,31.1,4,4,2,M,Medellín,5940.35
32,39,50.9,2,24,4,F,Medellín,10269.42
47,6,39.5,1,13,0,F,Cali,6731.22
54,26,40.2,4,14,4,M,Barranquilla,9464.84
46,0,47.1,4,24,7,F,Cali,10712.98
39,26,35.7,3,11,9,M,Medellín,9819.55
21,15,22.7,2,12,8,F,Cali,7941.39
37,37,45.6,2,23,0,F,Cali,9895.62
49,6,42.8,3,22,1,F,Medellín,7505.19
53,22,37.1,4,17,1,M,Bogotá,9706.32
67,10,45.0,1,13,5,M,Bogotá,7366.05
21,32,46.6,4,23,0,M,Medellín,10298.09
44,35,27.9,2,18,0,M,Bogotá,9461.64
34,36,40.2,4,21,1,M,Barranquilla,12078.68
29,16,21.8,4,6,3,M,Bogotá,7528.7
39,34,39.0,2,5,1,F,Medellín,8345.3
34,4,37.0,2,4,3,M,Barranquilla,5833.42
27,31,43.9,4,3,2,M,Cali,7893.51
18,2,31.4,3,17,2,M,Medellín,7064.28
39,34,36.6,3,24,8,M,Medellín,11624.58
43,13,14.3,3,13,7,F,Bogotá,7959.17
35,30,44.5,2,15,9,M,Barranquilla,9170.62
67,30,39.3,4,22,8,M,Medellín,12926.68
31,16,40.7,2,22,0,M,Barranquilla,7350.97
64,23,28.1,4,19,4,M,Barranquilla,10944.26
46,22,43.2,2,13,3,F,Bogotá,8221.75
29,17,53.2,3,4,8,F,Medellín,7735.65
53,13,38.5,2,21,2,F,Barranquilla,7671.64
52,14,45.2,2,10,4,M,Barranquilla,8638.63
69,14,33.0,2,11,7,M,Cali,8245.89
29,5,39.4,3,17,9,M,Bogotá,9825.27
24,26,27.7,3,3,4,F,Medellín,6600.93
46,14,46.3,4,12,8,F,Barranquilla,10710.64
28,35,41.3,2,19,1,M,Bogotá,9166.65
50,7,30.2,3,12,5,M,Medellín,8391.58
23,14,33.6,4,3,4,M,Barranquilla,5818.56
64,2,40.5,2,22,8,F,Medellín,8063.21
32,12,47.4,2,22,6,M,Medellín,9017.4
49,33,51.8,3,6,7,F,Bogotá,8950.9
68,23,38.9,2,22,6,F,Bogotá,11526.69
28,39,29.1,2,1,9,F,Cali,8967.7
40,31,41.9,3,20,9,F,Cali,10793.16
43,31,54.3,2,17,4,M,Cali,8973.47
51,29,27.0,3,20,4,F,Barranquilla,9969.17
63,12,32.4,4,5,3,M,Cali,7266.74
51,0,44.9,3,15,1,F,Medellín,7344.73
46,33,41.2,3,2,8,M,Bogotá,9186.61
21,14,35.6,1,21,9,F,Medellín,9433.7
34,13,41.8,4,14,9,F,Bogotá,10002.78
52,28,47.8,2,20,9,F,Bogotá,10263.42
30,33,39.2,3,19,9,M,Medellín,10717.56
58,17,38.5,5,9,2,F,Medellín,8175.89
56,6,44.7,3,8,2,F,Barranquilla,6219.61
32,28,37.8,3,10,2,F,Bogotá,6770.78
46,30,49.1,2,13,7,F,Cali,10499.5
46,24,56.2,1,23,5,M,Barranquilla,10706.86
28,37,32.9,4,11,0,M,Cali,8183.45
69,13,30.0,1,6,2,M,Barranquilla,5464.4
49,7,43.0,3,10,3,M,Bogotá,7678.74
19,26,29.7,1,16,1,F,Medellín,6465.0
64,1,29.6,4,24,5,F,Medellín,10523.26
31,16,23.6,2,8,9,F,Bogotá,7095.6
37,36,36.9,3,21,0,M,Medellín,8167.77
39,13,39.7,3,22,0,F,Bogotá,8146.29
28,24,35.9,3,12,7,M,Bogotá,8524.65
44,29,51.1,2,15,3,M,Bogotá,9204.33
20,28,50.5,3,2,0,M,Barranquilla,6458.37
34,19,55.4,2,4,6,F,Medellín,7842.23
61,20,40.4,2,22,8,F,Barranquilla,10809.5
45,21,49.5,2,16,9,F,Cali,10028.09
46,34,42.5,3,0,6,M,Bogotá,8860.12
38,36,41.7,2,20,0,F,Medellín,9355.0
64,15,36.3,5,8,0,F,Cali,7186.65
33,16,21.9,3,22,0,M,Bogotá,8384.92
54,15,45.1,2,16,7,F,Cali,9632.07
37,1,49.2,3,12,6,F,Barranquilla,7662.19
23,3,27.8,4,14,2,M,Barranquilla,6650.79
36,20,39.9,1,20,2,M,Medellín,8370.78
22,38,47.9,3,7,2,F,Cali,8737.8
20,33,37.1,3,7,1,M,Cali,8304.59
18,29,49.5,2,1,3,F,Barranquilla,6662.44
55,5,38.9,4,22,6,F,Barranquilla,8556.61
32,16,35.8,2,9,8,M,Medellín,7653.99
51,38,50.0,2,4,2,M,Bogotá,7686.07
52,24,32.5,4,15,9,M,Medellín,10436.6
66,4,34.2,3,24,6,M,Barranquilla,9632.23
42,4,32.8,4,18,3,F,Medellín,8914.05
41,19,30.9,3,0,0,M,Bogotá,6541.31
29,15,41.2,3,12,4,M,Barranquilla,7950.05
35,36,35.9,4,3,7,M,Bogotá,10552.0
32,39,43.9,1,6,2,M,Medellín,7736.4
61,8,26.1,4,0,9,F,Bogotá,8018.41
33,4,31.0,3,1,3,M,Barranquilla,5026.69
44,1,40.4,1,15,2,M,Barranquilla,5130.45
25,8,51.8,3,13,9,F,Bogotá,8847.54
63,35,43.0,1,4,7,M,Medellín,7645.52
42,21,35.3,3,24,9,F,Medellín,10194.5
34,21,28.1,3,13,7,F,Medellín,9053.51
46,21,34.8,5,16,3,F,Medellín,9192.81
25,33,39.7,2,11,1,F,Cali,7894.73
32,28,21.1,3,19,2,M,Cali,9154.4
44,37,30.3,2,11,2,F,Bogotá,8286.27
63,32,34.1,3,2,3,M,Cali,8530.63
67,17,37.9,3,20,1,F,Cali,9236.93
69,6,39.6,3,20,1,F,Cali,7486.53
24,0,35.1,4,1,2,M,Bogotá,5583.75
20,32,44.0,4,20,0,M,Cali,7995.31
46,0,41.0,1,24,7,F,Medellín,9547.74
61,23,37.0,2,20,5,M,Medellín,10247.26
41,3,45.2,3,14,2,F,Bogotá,7839.93
20,3,44.5,3,10,0,M,Bogotá,6136.86
37,17,28.4,2,9,2,F,Bogotá,6656.76
63,26,39.7,3,17,0,M,Barranquilla,8672.95
32,31,47.1,2,22,2,M,Cali,9506.84
42,32,48.5,2,21,3,F,Bogotá,10626.39
47,27,43.0,4,22,5,F,Bogotá,10461.87
31,35,38.1,2,23,6,F,Bogotá,10732.12
24,5,43.4,1,20,6,M,Medellín,5802.85
34,15,46.5,1,1,8,M,Bogotá,5820.8
61,33,40.9,4,6,7,F,Medellín,9711.57
37,22,41.8,5,6,3,M,Medellín,9976.28
53,23,38.0,3,23,5,F,Barranquilla,9425.05
26,12,29.3,2,6,0,M,Bogotá,5588.34
55,17,38.6,4,22,7,M,Barranquilla,12129.58
65,12,34.6,3,13,5,M,Bogotá,9468.33
39,36,34.6,4,24,1,F,Cali,12171.16
19,38,51.5,4,23,7,M,Bogotá,13283.46
41,16,47.6,2,1,3,M,Bogotá,6283.95
25,14,26.5,3,1,8,M,Bogotá,7242.58
28,17,31.3,2,22,3,M,Bogotá,8425.44
30,22,37.1,2,14,0,F,Bogotá,7631.11
34,29,34.9,4,10,6,M,Bogotá,9930.94
25,33,42.5,4,9,9,M,Barranquilla,11656.42
38,3,30.1,3,2,4,M,Cali,5914.92
35,2,47.7,3,16,9,M,Barranquilla,7707.48
47,6,39.6,1,8,4,F,Cali,6485.67
35,17,37.3,1,14,3,M,Barranquilla,7659.14
63,6,39.9,2,13,5,M,Barranquilla,7055.94
64,39,36.7,3,18,0,M,Bogotá,9740.22
48,5,23.8,3,16,2,M,Barranquilla,8037.67
55,21,40.1,1,21,6,F,Cali,8950.07
49,0,37.4,5,19,7,M,Medellín,9135.13
28,3,32.4,2,16,8,M,Cali,7076.82
62,28,48.8,4,15,0,F,Barranquilla,10018.1
42,20,45.4,3,19,3,M,Medellín,10093.59
50,25,59.5,1,7,1,F,Bogotá,7717.41
55,13,46.7,4,6,1,M,Medellín,7165.69
58,8,34.9,3,11,0,M,Bogotá,8003.95
25,11,32.8,3,0,4,M,Cali,6492.54
28,5,36.0,3,11,1,M,Medellín,6953.97
39,19,34.7,1,24,3,M,Medellín,9263.44
68,23,40.9,3,5,8,M,Medellín,8941.83
41,26,27.7,4,15,2,M,Bogotá,8484.62
58,37,45.2,1,17,7,M,Bogotá,10257.26
34,7,40.7,2,18,9,M,Cali,9272.98
29,0,44.3,4,22,5,M,Cali,7585.6
63,23,30.8,2,2,9,M,Barranquilla,7364.92
49,6,42.0,3,2,4,M,Bogotá,4923.98
32,18,50.4,3,4,1,F,Cali,5671.13
33,21,33.1,3,2,2,M,Medellín,6010.23
39,34,32.9,2,18,7,F,Medellín,10348.1
45,29,45.7,2,4,8,F,Medellín,7789.32
37,28,32.2,1,13,6,M,Cali,8937.56
50,21,38.1,3,20,0,F,Medellín,8937.56
27,10,51.8,3,15,5,M,Medellín,6417.7
57,19,33.0,3,24,6,M,Bogotá,10505.18
49,28,52.4,3,0,5,F,Bogotá,8364.23
67,33,37.3,2,16,9,F,Cali,12627.7
50,0,31.0,1,10,1,F,Bogotá,5308.63
19,30,44.8,4,8,8,M,Barranquilla,8191.58
50,29,40.9,3,20,2,F,Cali,10167.17
50,17,40.1,2,3,5,F,Barranquilla,7211.03
58,16,33.9,1,1,5,F,Barranquilla,6842.43
30,37,40.8,1,8,7,M,Cali,10791.56
47,13,23.5,2,21,3,M,Bogotá,7758.24
50,22,41.8,4,24,5,F,Bogotá,10494.9
30,24,50.4,4,4,0,F,Cali,7781.26
69,14,25.9,4,3,8,F,Barranquilla,10153.95
43,21,36.7,4,22,8,F,Cali,11582.34
39,2,33.0,4,4,6,F,Cali,6535.89
56,18,27.9,3,23,0,F,Medellín,9806.39
19,33,23.6,2,23,2,F,Medellín,10564.09
55,34,30.6,4,17,4,M,Barranquilla,10278.97
56,0,38.1,2,12,3,F,Bogotá,5710.95
43,20,49.2,2,4,4,F,Medellín,7237.69
63,28,27.8,2,23,6,M,Medellín,10932.92
67,5,42.4,3,18,8,F,Barranquilla,10578.25
32,36,41.8,2,22,0,M,Cali,9071.98
51,0,53.4,2,2,4,F,Medellín,5937.5
59,0,44.6,3,21,2,M,Bogotá,9309.52
61,26,45.0,4,17,2,F,Barranquilla,10399.18
66,20,45.6,3,5,1,F,Medellín,7417.83
57,15,32.6,4,5,5,M,Barranquilla,8670.16
28,39,35.4,2,23,5,M,Medellín,10346.71
20,25,48.9,2,4,2,M,Medellín,6883.6
23,15,23.6,3,0,0,F,Barranquilla,4979.87
26,27,34.5,3,7,6,F,Bogotá,8252.03
23,0,29.4,3,24,1,F,Bogotá,6773.72
26,35,41.9,4,0,7,F,Cali,8519.53
56,9,36.6,4,20,2,F,Medellín,9764.19
48,16,45.0,4,5,0,M,Cali,7406.98
49,22,39.1,2,19,9,F,Barranquilla,11170.54
58,6,27.6,2,13,8,M,Cali,6203.69
67,6,28.0,3,10,4,M,Barranquilla,7159.15
29,14,40.0,1,1,0,F,Bogotá,3972.45
25,33,33.8,2,20,9,F,Barranquilla,10268.84
25,3,35.7,2,3,5,M,Barranquilla,4434.9
67,13,47.5,2,12,9,F,Cali,7881.68
45,13,46.1,1,6,2,M,Medellín,6514.3
37,15,54.4,1,5,3,F,Cali,5666.44
64,6,37.5,3,2,7,M,Bogotá,7727.03
24,31,34.9,3,8,4,F,Bogotá,7420.85
28,18,43.3,3,13,5,F,Bogotá,7040.69
37,1,35.5,3,19,9,F,Medellín,8810.48
33,9,35.8,1,10,3,M,Cali,6388.15
21,16,38.4,2,4,5,F,Barranquilla,5868.56
23,36,53.2,1,13,2,M,Barranquilla,7399.34
39,11,45.6,4,18,9,F,Medellín,10998.42
43,5,46.5,3,7,0,F,Bogotá,5966.72
20,21,52.9,2,6,5,M,Medellín,6395.0
58,31,47.2,2,6,0,M,Barranquilla,6660.33
59,19,30.9,5,23,9,M,Bogotá,11467.77
31,0,47.1,3,22,2,F,Medellín,7206.04
28,5,48.1,4,2,7,F,Barranquilla,7571.79
35,18,45.2,2,2,6,F,Barranquilla,6919.65
29,17,38.4,2,17,7,F,Medellín,8492.61
40,5,44.4,4,12,9,F,Barranquilla,8073.71
29,32,39.8,3,0,9,F,Cali,9786.63
30,22,32.2,3,4,1,F,Cali,7454.19
42,22,34.2,3,3,9,M,Bogotá,9200.36
62,25,45.6,3,15,6,F,Cali,10185.32
68,12,32.8,3,14,3,M,Cali,8752.82
36,6,33.5,2,17,0,F,Medellín,4362.47
63,14,46.0,2,16,2,M,Bogotá,8366.96
53,26,41.1,4,13,4,M,Medellín,11419.81
62,25,44.6,2,13,9,M,Medellín,9614.71
25,32,30.2,3,18,7,F,Cali,9409.52
46,14,44.4,3,5,1,M,Cali,6622.1
49,35,34.7,5,12,1,M,Barranquilla,9496.35
68,26,31.9,2,17,7,M,Barranquilla,9459.19
61,4,36.0,2,14,8,M,Bogotá,8377.01
35,1,50.9,4,22,9,F,Cali,10318.1
23,32,37.1,4,6,0,F,Barranquilla,8130.74
35,15,57.6,3,18,1,F,Medellín,7381.95
36,22,23.5,3,16,3,F,Cali,7997.13
39,37,27.6,2,8,2,M,Bogotá,8465.86
54,15,50.6,3,10,0,F,Bogotá,8034.92
49,13,52.6,4,4,3,M,Medellín,7467.59
58,28,33.1,4,1,1,F,Barranquilla,7291.85
20,25,40.6,1,14,9,M,Medellín,9208.54
45,34,45.7,2,23,4,M,Barranquilla,12040.48
27,14,38.2,3,11,0,M,Cali,7587.05
68,2,41.2,5,9,7,M,Bogotá,10545.53
52,22,40.1,3,9,9,F,Barranquilla,9044.39
46,28,28.1,2,19,1,F,Medellín,9616.62
32,33,37.2,1,10,2,M,Cali,8628.72
50,32,40.1,3,9,2,M,Barranquilla,8501.8
24,22,40.8,1,6,3,F,Cali,5631.49
29,6,26.2,4,13,6,F,Cali,7089.11
66,2,46.0,4,12,8,F,Medellín,8967.19
47,31,41.0,3,4,2,M,Medellín,6945.44
38,30,31.6,2,18,0,M,Cali,9835.57
48,17,54.4,4,9,9,M,Cali,8728.98
41,6,37.2,2,7,0,M,Barranquilla,5740.46
37,0,37.7,2,17,5,F,Medellín,5220.02
54,13,45.1,4,0,4,M,Barranquilla,9002.71
21,31,55.1,4,4,9,F,Bogotá,10611.05
45,5,45.4,4,10,6,M,Barranquilla,6830.96
61,38,46.6,2,19,6,F,Cali,11488.04
37,9,32.0,1,10,2,M,Bogotá,5531.76
41,6,40.7,1,15,6,F,Barranquilla,7239.52
67,25,35.7,2,9,8,F,Bogotá,9898.75
66,33,45.6,4,14,7,M,Medellín,10913.54
68,29,46.4,2,6,2,F,Barranquilla,8293.11
49,35,53.1,3,14,9,F,Barranquilla,9853.89
58,20,22.7,2,24,4,F,Medellín,9637.05
53,16,35.0,2,15,7,M,Barranquilla,7182.77
51,32,50.4,5,5,1,M,Bogotá,10435.64
53,9,28.8,2,10,6,M,Medellín,6205.14
19,11,46.4,2,16,9,M,Bogotá,8506.46
32,15,49.1,2,14,9,F,Barranquilla,9379.4
51,31,39.8,1,15,6,F,Barranquilla,10843.32
53,14,28.6,3,23,7,M,Barranquilla,11452.68
23,26,39.0,2,1,0,F,Barranquilla,6975.12
56,27,51.7,3,3,7,M,Bogotá,9082.67
59,16,52.3,4,18,0,M,Barranquilla,10092.02
68,1,41.7,3,5,2,F,Medellín,6626.26
68,35,32.2,1,17,8,M,Medellín,10911.95
29,6,53.9,3,20,3,F,Cali,7517.33
20,12,46.6,1,10,9,M,Medellín,8552.2
62,14,32.7,3,8,8,M,Cali,8078.2
35,24,42.7,3,2,0,M,Medellín,5819.18
57,22,42.4,2,1,7,F,Medellín,8167.12
38,21,34.9,4,17,2,M,Barranquilla,7659.85
32,25,42.8,4,14,6,F,Medellín,9916.05
50,32,48.8,4,24,1,M,Barranquilla,12429.71
52,10,37.6,2,21,6,M,Barranquilla,9216.07
43,9,49.7,3,17,6,F,Medellín,8805.8
25,24,26.0,4,18,8,F,Bogotá,9523.01
53,36,57.7,2,14,1,F,Barranquilla,8248.68
65,37,40.5,4,16,7,F,Medellín,12703.35
47,23,48.6,1,17,4,F,Bogotá,8606.39
40,39,41.7,1,17,9,F,Medellín,11085.12
59,32,33.4,4,10,8,M,Medellín,9082.27
61,16,39.7,4,17,7,F,Bogotá,10926.09
31,23,24.7,4,22,2,M,Medellín,11114.12
31,36,45.5,4,2,2,M,Barranquilla,9550.54
19,1,41.6,1,12,9,M,Cali,6656.33
54,31,38.5,2,13,7,F,Cali,9031.92
22,23,46.0,4,3,8,M,Medellín,8637.44
55,8,40.3,2,17,1,M,Cali,7482.77
62,3,44.9,3,4,2,M,Cali,5947.01
58,16,47.7,3,13,7,F,Cali,9070.1
64,16,35.6,1,24,1,M,Barranquilla,10172.85
31,29,33.3,2,11,7,F,Barranquilla,8041.92
56,39,26.2,3,24,4,M,Cali,11249.9
42,10,41.0,4,6,5,F,Bogotá,8133.89
37,20,43.6,3,11,9,F,Bogotá,11043.73
19,20,29.4,3,7,3,M,Bogotá,6715.16
56,17,51.4,3,20,2,M,Barranquilla,7891.91
23,28,33.4,2,20,7,F,Barranquilla,7906.73
34,23,23.2,1,2,8,F,Barranquilla,8894.09
42,9,52.0,2,21,7,F,Barranquilla,7442.53
45,16,24.2,1,0,8,M,Cali,6428.78
19,17,47.7,2,2,0,M,Barranquilla,4080.43
52,19,45.8,2,10,4,M,Cali,7376.02
54,36,42.6,2,17,6,M,Bogotá,10090.4
22,17,35.8,1,6,7,M,Cali,5002.77
18,16,44.0,3,8,1,F,Bogotá,7525.23
57,8,48.4,3,3,3,F,Barranquilla,7095.61
29,13,32.1,1,22,6,F,Bogotá,7744.86
53,28,47.8,4,23,4,F,Bogotá,10882.12
62,30,47.4,1,9,0,F,Cali,8611.79
40,3,42.3,4,17,1,F,Bogotá,7686.49
64,17,35.7,1,22,4,M,Medellín,10604.04
48,19,47.5,4,15,5,F,Bogotá,9374.4
28,8,44.1,1,11,0,M,Barranquilla,5661.96
27,12,31.9,4,18,2,M,Bogotá,7188.37
20,14,37.1,2,23,5,M,Medellín,8089.9
31,26,46.6,3,21,5,M,Cali,10904.01
33,14,40.9,2,2,6,F,Bogotá,7441.56
27,27,48.7,1,7,9,F,Medellín,9678.55
46,36,37.3,4,18,2,M,Barranquilla,11005.55
27,18,32.0,1,8,0,M,Barranquilla,6543.61
29,25,57.5,4,18,6,F,Cali,10946.61
47,25,26.6,1,16,2,F,Barranquilla,7563.58
58,24,36.0,3,12,4,F,Medellín,7938.73
18,25,42.2,3,1,3,M,Bogotá,6617.83
22,25,47.9,2,3,0,F,Medellín,5212.27
37,27,45.2,2,10,6,F,Cali,9506.68
25,17,58.5,4,1,3,M,Bogotá,7971.58
